number,name,sprite,class,height,weight,type1,type2,ability1,ability2,ability3,bst,hp,attack,defense,sp_attack,sp_defense,speed
535,Tympole,require('../sprites/535.png'),Tadpole Pokémon,0.5m,4.5kg,Water,,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64
536,Palpitoad,require('../sprites/536.png'),Vibration Pokémon,0.8m,17.0kg,Water,Ground,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69
537,Seismitoad,require('../sprites/537.png'),Vibration Pokémon,1.5m,62.0kg,Water,Ground,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74
538,Throh,require('../sprites/538.png'),Judo Pokémon,1.3m,55.5kg,Fighting,,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45
539,Sawk,require('../sprites/539.png'),Karate Pokémon,1.4m,51.0kg,Fighting,,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85
540,Sewaddle,require('../sprites/540.png'),Sewing Pokémon,0.3m,2.5kg,Bug,Grass,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42
541,Swadloon,require('../sprites/541.png'),Leaf-Wrapped Pokémon,0.5m,7.3kg,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42
542,Leavanny,require('../sprites/542.png'),Nurturing Pokémon,1.2m,20.5kg,Bug,Grass,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92
543,Venipede,require('../sprites/543.png'),Centipede Pokémon,0.4m,5.3kg,Bug,Poison,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57
544,Whirlipede,require('../sprites/544.png'),Curlipede Pokémon,1.2m,58.5kg,Bug,Poison,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47
545,Scolipede,require('../sprites/545.png'),Megapede Pokémon,2.5m,200.5kg,Bug,Poison,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112
546,Cottonee,require('../sprites/546.png'),Cotton Puff Pokémon,0.3m,0.6kg,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66
547,Whimsicott,require('../sprites/547.png'),Windveiled Pokémon,0.7m,6.6kg,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116
548,Petilil,require('../sprites/548.png'),Bulb Pokémon,0.5m,6.6kg,Grass,,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30
549,Lilligant,require('../sprites/549.png'),Flowering Pokémon,1.1m,16.3kg,Grass,,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90
550,Basculin,require('../sprites/550.png'),Hostile Pokémon,1.0m,18.0kg,Water,,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98
551,Sandile,require('../sprites/551.png'),Desert Croc Pokémon,0.7m,15.2kg,Ground,Dark,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65
552,Krokorok,require('../sprites/552.png'),Desert Croc Pokémon,1.0m,33.4kg,Ground,Dark,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74
553,Krookodile,require('../sprites/553.png'),Intimidation Pokémon,1.5m,96.3kg,Ground,Dark,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92
554,Darumaka,require('../sprites/554.png'),Zen Charm Pokémon,0.6m / 0.7m,37.5kg / 40.0kg,Fire,,Hustle,Inner Focus,,315,70,90,45,15,45,50
555,Darmanitan,require('../sprites/555.png'),Blazing Pokémon (Unovan)Zen Charm Pokémon (Galarian),1.3m / 1.7m,92.9kg / 120.0kg,Fire,,Sheer Force,Zen Mode,,480,105,140,55,30,55,95
556,Maractus,require('../sprites/556.png'),Cactus Pokémon,1.0m,28.0kg,Grass,,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60
557,Dwebble,require('../sprites/557.png'),Rock Inn Pokémon,0.3m,14.5kg,Bug,Rock,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55
558,Crustle,require('../sprites/558.png'),Stone Home Pokémon,1.4m,200.0kg,Bug,Rock,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45
559,Scraggy,require('../sprites/559.png'),Shedding Pokémon,0.6m,11.8kg,Dark,Fighting,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48
560,Scrafty,require('../sprites/560.png'),Hoodlum Pokémon,1.1m,30.0kg,Dark,Fighting,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58
561,Sigilyph,require('../sprites/561.png'),Avianoid Pokémon,1.4m,14.0kg,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97
562,Yamask,require('../sprites/562.png'),Spirit Pokémon,0.5m / 0.5m,1.5kg / 1.5kg,Ghost,,Mummy,,,303,38,30,85,55,65,30
563,Cofagrigus,require('../sprites/563.png'),Coffin Pokémon,1.7m,76.5kg,Ghost,,Mummy,,,483,58,50,145,95,105,30
564,Tirtouga,require('../sprites/564.png'),Prototurtle Pokémon,0.7m,16.5kg,Water,Rock,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22
565,Carracosta,require('../sprites/565.png'),Prototurtle Pokémon,1.2m,81.0kg,Water,Rock,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32
566,Archen,require('../sprites/566.png'),First Bird Pokémon,0.5m,9.5kg,Rock,Flying,Defeatist,,,401,55,112,45,74,45,70
567,Archeops,require('../sprites/567.png'),First Bird Pokémon,1.4m,32.0kg,Rock,Flying,Defeatist,,,567,75,140,65,112,65,110
568,Trubbish,require('../sprites/568.png'),Trash Bag Pokémon,0.6m,31.0kg,Poison,,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65
569,Garbodor,require('../sprites/569.png'),Trash Heap Pokémon,1.9m,107.3kg,Poison,,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75
570,Zorua,require('../sprites/570.png'),Tricky Fox Pokémon (Unovan)Spiteful Fox Pokémon (Hisuian),0.7m,12.5kg,Dark,,Illusion,,,330,40,65,40,80,40,65
571,Zoroark,require('../sprites/571.png'),Illusion Fox Pokémon (Unovan)Baneful Fox Pokémon (Hisuian),1.6m,81.1kg,Dark,,Illusion,,,510,60,105,60,120,60,105
572,Minccino,require('../sprites/572.png'),Chinchilla Pokémon,0.4m,5.8kg,Normal,,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75
573,Cinccino,require('../sprites/573.png'),Scarf Pokémon,0.5m,7.5kg,Normal,,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115
574,Gothita,require('../sprites/574.png'),Fixation Pokémon,0.4m,5.8kg,Psychic,,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45
575,Gothorita,require('../sprites/575.png'),Manipulate Pokémon,0.7m,18.0kg,Psychic,,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55
576,Gothitelle,require('../sprites/576.png'),Astral Body Pokémon,1.5m,44.0kg,Psychic,,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65
577,Solosis,require('../sprites/577.png'),Cell Pokémon,0.3m,1.0kg,Psychic,,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20
578,Duosion,require('../sprites/578.png'),Mitosis Pokémon,0.6m,8.0kg,Psychic,,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30
579,Reuniclus,require('../sprites/579.png'),Multiplying Pokémon,1.0m,20.1kg,Psychic,,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30
580,Ducklett,require('../sprites/580.png'),Water Bird Pokémon,0.5m,5.5kg,Water,Flying,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55
581,Swanna,require('../sprites/581.png'),White Bird Pokémon,1.3m,24.2kg,Water,Flying,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98
582,Vanillite,require('../sprites/582.png'),Fresh Snow Pokémon,0.4m,5.7kg,Ice,,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44
583,Vanillish,require('../sprites/583.png'),Icy Snow Pokémon,1.1m,41.0kg,Ice,,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59
584,Vanilluxe,require('../sprites/584.png'),Snowstorm Pokémon,1.3m,57.5kg,Ice,,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79
585,Deerling,require('../sprites/585.png'),Season Pokémon,0.6m,19.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75
586,Sawsbuck,require('../sprites/586.png'),Season Pokémon,1.9m,92.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95
587,Emolga,require('../sprites/587.png'),Sky Squirrel Pokémon,0.4m,5.0kg,Electric,Flying,Static,Motor Drive,,428,55,75,60,75,60,103
588,Karrablast,require('../sprites/588.png'),Clamping Pokémon,0.5m,5.9kg,Bug,,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60
589,Escavalier,require('../sprites/589.png'),Cavalry Pokémon,1.0m,33.0kg,Bug,Steel,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20
590,Foongus,require('../sprites/590.png'),Mushroom Pokémon,0.2m,1.0kg,Grass,Poison,Effect Spore,Regenerator,,294,69,55,45,55,55,15
591,Amoonguss,require('../sprites/591.png'),Mushroom Pokémon,0.6m,10.5kg,Grass,Poison,Effect Spore,Regenerator,,464,114,85,70,85,80,30
592,Frillish,require('../sprites/592.png'),Floating Pokémon,1.2m,33.0kg,Water,Ghost,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40
593,Jellicent,require('../sprites/593.png'),Floating Pokémon,2.2m,135.0kg,Water,Ghost,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60
594,Alomomola,require('../sprites/594.png'),Caring Pokémon,1.2m,31.6kg,Water,,Healer,Hydration,Regenerator,470,165,75,80,40,45,65
595,Joltik,require('../sprites/595.png'),Attaching Pokémon,0.1m,0.6kg,Bug,Electric,Compoundeyes,Unnerve,Swarm,319,50,47,50,57,50,65
596,Galvantula,require('../sprites/596.png'),EleSpider Pokémon,0.8m,14.3kg,Bug,Electric,Compoundeyes,Unnerve,Swarm,472,70,77,60,97,60,108
597,Ferroseed,require('../sprites/597.png'),Thorn Seed Pokémon,0.6m,18.8kg,Grass,Steel,Iron Barbs,,,305,44,50,91,24,86,10
598,Ferrothorn,require('../sprites/598.png'),Thorn Pod Pokémon,1.0m,110.0kg,Grass,Steel,Iron Barbs,Anticipation,,489,74,94,131,54,116,20
599,Klink,require('../sprites/599.png'),Gear Pokémon,0.3m,21.0kg,Steel,,Plus,Minus,Clear Body,300,40,55,70,45,60,30
600,Klang,require('../sprites/600.png'),Gear Pokémon,0.6m,51.0kg,Steel,,Plus,Minus,Clear Body,440,60,80,95,70,85,50
601,Klinklang,require('../sprites/601.png'),Gear Pokémon,0.6m,81.0kg,Steel,,Plus,Minus,Clear Body,520,60,100,115,70,85,90
602,Tynamo,require('../sprites/602.png'),EleFish Pokémon,0.2m,0.3kg,Electric,,Levitate,,,275,35,55,40,45,40,60
603,Eelektrik,require('../sprites/603.png'),EleFish Pokémon,1.2m,22kg,Electric,,Levitate,,,405,65,85,70,75,70,40
604,Eelektross,require('../sprites/604.png'),EleFish Pokémon,2.1m,80.5kg,Electric,,Levitate,,,515,85,115,80,105,80,50
605,Elgyem,require('../sprites/605.png'),Cerebral Pokémon,0.5m,9.0kg,Psychic,,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30
606,Beheeyem,require('../sprites/606.png'),Cerebral Pokémon,1.0m,34.5kg,Psychic,,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40
607,Litwick,require('../sprites/607.png'),Candle Pokémon,0.3m,3.1kg,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20
608,Lampent,require('../sprites/608.png'),Lamp Pokémon,0.6m,13.0kg,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55
609,Chandelure,require('../sprites/609.png'),Luring Pokémon,1.0m,34.3kg,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,520,60,55,90,145,90,80
610,Axew,require('../sprites/610.png'),Tusk Pokémon,0.6m,18.0kg,Dragon,,Rivalry,Mold Breaker,Unnerve,320,46,87,60,30,40,57
611,Fraxure,require('../sprites/611.png'),Axe Jaw Pokémon,1.0m,36.0kg,Dragon,,Rivalry,Mold Breaker,Unnerve,410,66,117,70,40,50,67
612,Haxorus,require('../sprites/612.png'),Axe Jaw Pokémon,1.8m,105.5kg,Dragon,,Rivalry,Mold Breaker,Unnerve,540,76,147,90,60,70,97
613,Cubchoo,require('../sprites/613.png'),Chill Pokémon,0.5m,8.5kg,Ice,,Snow Cloak,Slush Rush,Rattled,305,55,70,40,60,40,40
614,Beartic,require('../sprites/614.png'),Freezing Pokémon,2.6m,260.0kg,Ice,,Snow Cloak,Slush Rush,Swift Swim,505,95,130,80,70,80,50
615,Cryogonal,require('../sprites/615.png'),Crystallizing Pokémon,1.1m,148.0kg,Ice,,Levitate,,,515,80,50,50,95,135,105
616,Shelmet,require('../sprites/616.png'),Snail Pokémon,0.4m,7.7kg,Bug,,Hydration,Shell Armor,Overcoat,305,50,40,85,40,65,25
617,Accelgor,require('../sprites/617.png'),Shell Out Pokémon,0.8m,25.3kg,Bug,,Hydration,Sticky Hold,Unburden,495,80,70,40,100,60,145
618,Stunfisk,require('../sprites/618.png'),Trap Pokémon,0.7m / 0.7m,11.0kg / 20.5kg,Ground,Electric,Static,Limber,Sand Veil,471,109,66,84,81,99,32
619,Mienfoo,require('../sprites/619.png'),Martial Arts Pokémon,0.9m,20.0kg,Fighting,,Inner Focus,Regenerator,Reckless,350,45,85,50,55,50,65
620,Mienshao,require('../sprites/620.png'),Martial Arts Pokémon,1.4m,35.5kg,Fighting,,Inner Focus,Regenerator,Reckless,510,65,125,60,95,60,105
621,Druddigon,require('../sprites/621.png'),Cave Pokémon,1.6m,139.0kg,Dragon,,Rough Skin,Sheer Force,Mold Breaker,485,77,120,90,60,90,48
622,Golett,require('../sprites/622.png'),Automaton Pokémon,1.0m,92.0kg,Ground,Ghost,Iron Fist,Klutz,No Guard,303,59,74,50,35,50,35
623,Golurk,require('../sprites/623.png'),Automaton Pokémon,2.8m,330.0kg,Ground,Ghost,Iron Fist,Klutz,No Guard,483,89,124,80,55,80,55
624,Pawniard,require('../sprites/624.png'),Sharp Blade Pokémon,0.5m,10.2kg,Dark,Steel,Defiant,Inner Focus,Pressure,340,45,85,70,40,40,60
625,Bisharp,require('../sprites/625.png'),Sword Blade Pokémon,1.6m,70.0kg,Dark,Steel,Defiant,Inner Focus,Pressure,490,65,125,100,60,70,70
626,Bouffalant,require('../sprites/626.png'),Bash Buffalo Pokémon,1.6m,94.6kg,Normal,,Reckless,Sap Sipper,Soundproof,490,95,110,95,40,95,55
627,Rufflet,require('../sprites/627.png'),Eaglet Pokémon,0.5m,10.5kg,Normal,Flying,Keen Eye,Sheer Force,Hustle,350,70,83,50,37,50,60
628,Braviary,require('../sprites/628.png'),Valiant Pokémon (Unovan)Battle Cry Pokémon (Hisuian),1.5m,41.0kg,Normal,Flying,Keen Eye,Sheer Force,Defiant,510,100,123,75,57,75,80
629,Vullaby,require('../sprites/629.png'),Diapered Pokémon,0.5m,9.0kg,Dark,Flying,Big Pecks,Overcoat,Weak Armor,370,70,55,75,45,65,60
630,Mandibuzz,require('../sprites/630.png'),Bone Vulture Pokémon,1.2m,39.5kg,Dark,Flying,Big Pecks,Overcoat,Weak Armor,510,110,65,105,55,95,80
631,Heatmor,require('../sprites/631.png'),Anteater Pokémon,1.4m,58.0kg,Fire,,Gluttony,Flash Fire,White Smoke,484,85,97,66,105,66,65
632,Durant,require('../sprites/632.png'),Iron Ant Pokémon,0.3m,33.0kg,Bug,Steel,Swarm,Hustle,Truant,484,58,109,112,48,48,109
633,Deino,require('../sprites/633.png'),Irate Pokémon,0.8m,17.3kg,Dark,Dragon,Hustle,,,300,52,65,50,45,50,38
634,Zweilous,require('../sprites/634.png'),Hostile Pokémon,1.4m,50.0kg,Dark,Dragon,Hustle,,,420,72,85,70,65,70,58
635,Hydreigon,require('../sprites/635.png'),Brutal Pokémon,1.8m,160.0kg,Dark,Dragon,Levitate,,,600,92,105,90,125,90,98
636,Larvesta,require('../sprites/636.png'),Torch Pokémon,1.1m,28.8kg,Bug,Fire,Flame Body,Swarm,,360,55,85,55,50,55,60
637,Volcarona,require('../sprites/637.png'),Sun Pokémon,1.6m,46.0kg,Bug,Fire,Flame Body,Swarm,,550,85,60,65,135,105,100
638,Cobalion,require('../sprites/638.png'),Iron Will Pokémon,2.1m,250.0kg,Steel,Fighting,Justified,,,580,91,90,129,90,72,108
639,Terrakion,require('../sprites/639.png'),Cavern Pokémon,1.9m,260.0kg,Rock,Fighting,Justified,,,580,91,129,90,72,90,108
640,Virizion,require('../sprites/640.png'),Grassland Pokémon,2.0m,200.0kg,Grass,Fighting,Justified,,,580,91,90,72,90,129,108
641,Tornadus,require('../sprites/641.png'),Cyclone Pokémon,1.5m,63.0kg,Flying,,Prankster,Defiant,,580,79,115,70,125,80,111
642,Thundurus,require('../sprites/642.png'),Bolt Strike Pokémon,1.5m,61.0kg,Electric,Flying,Prankster,Defiant,,580,79,115,70,125,80,111
643,Reshiram,require('../sprites/643.png'),Vast White Pokémon,3.2m,330.0kg,Dragon,Fire,Turboblaze,,,680,100,120,100,150,120,90
644,Zekrom,require('../sprites/644.png'),Deep Black Pokémon,2.9m,345.0kg,Dragon,Electric,Teravolt,,,680,100,150,120,120,100,90
645,Landorus,require('../sprites/645.png'),Abundance Pokémon,1.5m,68.0kg,Ground,Flying,Sand Force,Sheer Force,,600,89,125,90,115,80,101
646,Kyurem,require('../sprites/646.png'),Boundary Pokémon,3.0m,325.0kg,Dragon,Ice,Pressure,,,660,125,130,90,130,90,95
647,Keldeo,require('../sprites/647.png'),Colt Pokémon,1.4m,48.5kg,Water,Fighting,Justified,,,580,91,72,90,129,90,108
648,Meloetta,require('../sprites/648.png'),Melody Pokémon,0.6m,6.5kg,Normal,Psychic,Serene Grace,,,600,100,77,77,128,128,90
649,Genesect,require('../sprites/649.png'),Paleozoic Pokémon,1.5m,82.5kg,Bug,Steel,Download,,,600,71,120,95,120,95,99
650,Chespin,require('../sprites/650.png'),Spiky Nut Pokémon,0.4m,9kg,Grass,,Overgrow,Bulletproof,,313,56,61,65,48,45,38
651,Quilladin,require('../sprites/651.png'),Spiny Armor Pokémon,0.7m,29kg,Grass,,Overgrow,Bulletproof,,405,61,78,95,56,58,57
652,Chesnaught,require('../sprites/652.png'),Spiny Armor Pokémon,1.6m,90kg,Grass,Fighting,Overgrow,Bulletproof,,530,88,107,122,74,75,64
653,Fennekin,require('../sprites/653.png'),Fox Pokémon,0.4m,9.4kg,Fire,,Blaze,Magician,,307,40,45,40,62,60,60
654,Braixen,require('../sprites/654.png'),Fox Pokémon,1m,14.5kg,Fire,,Blaze,Magician,,409,59,59,58,90,70,73
655,Delphox,require('../sprites/655.png'),Fox Pokémon,1.5m,39kg,Fire,Psychic,Blaze,Magician,,534,75,69,72,114,100,104
656,Froakie,require('../sprites/656.png'),Bubble Frog Pokémon,0.3m,7kg,Water,,Torrent,Protean,,314,41,56,40,62,44,71
657,Frogadier,require('../sprites/657.png'),Bubble Frog Pokémon,0.6m,10.9kg,Water,,Torrent,Protean,,405,54,63,52,83,56,97
658,Greninja,require('../sprites/658.png'),Ninja Pokémon,1.5m,40kg,Water,Dark,Torrent,Protean,,530,72,95,67,103,71,122
659,Bunnelby,require('../sprites/659.png'),Digging Pokémon,0.4m,5.0kg,Normal,,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57
660,Diggersby,require('../sprites/660.png'),Digging Pokémon,1.0m,42.4kg,Normal,Ground,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78
661,Fletchling,require('../sprites/661.png'),Tiny Robin Pokémon,0.3m,1.7kg,Normal,Flying,Big Pecks,Gale Wings,,278,45,50,43,40,38,62
662,Fletchinder,require('../sprites/662.png'),Ember Pokémon,0.7m,16.0kg,Fire,Flying,Flame Body,Gale Wings,,382,62,73,55,56,52,84
663,Talonflame,require('../sprites/663.png'),Scorching Pokémon,1.2m,24.5kg,Fire,Flying,Flame Body,Gale Wings,,499,78,81,71,74,69,126
664,Scatterbug,require('../sprites/664.png'),Scatterdust Pokémon,0.3m,2.5kg,Bug,,Shield Dust,Compoundeyes,Friend Guard,200,38,35,40,27,25,35
665,Spewpa,require('../sprites/665.png'),Scatterdust Pokémon,0.3m,8.4kg,Bug,,Shed Skin,Friend Guard,,213,45,22,60,27,30,29
666,Vivillon,require('../sprites/666.png'),Scale Pokémon,1.2m,17kg,Bug,Flying,Shield Dust,Compoundeyes,Friend Guard,411,80,52,50,90,50,89
667,Litleo,require('../sprites/667.png'),Lion Cub Pokémon,0.6m,13.5kg,Fire,Normal,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72
668,Pyroar,require('../sprites/668.png'),Royal Pokémon,1.5m,81.5kg,Fire,Normal,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106
669,Flabébé,require('../sprites/669.png'),Single Bloom Pokémon,0.1m,0.1kg,Fairy,,Flower Veil,Symbiosis,,303,44,38,39,61,79,42
670,Floette,require('../sprites/670.png'),Single Bloom Pokémon,0.2m,0.9kg,Fairy,,Flower Veil,Symbiosis,,371,54,45,47,75,98,52
671,Florges,require('../sprites/671.png'),Garden Pokémon,1.1m,10kg,Fairy,,Flower Veil,Symbiosis,,552,78,65,68,112,154,75
672,Skiddo,require('../sprites/672.png'),Mount Pokémon,0.9m,31kg,Grass,,Sap Sipper,Grass Pelt,,350,66,65,48,62,57,52
673,Gogoat,require('../sprites/673.png'),Mount Pokémon,1.7m,91kg,Grass,,Sap Sipper,Grass Pelt,,531,123,100,62,97,81,68
674,Pancham,require('../sprites/674.png'),Playful Pokémon,0.6m,8.0kg,Fighting,,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43
675,Pangoro,require('../sprites/675.png'),Daunting Pokémon,2.1m,136.0kg,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58
676,Furfrou,require('../sprites/676.png'),Poodle Pokémon,1.2m,28kg,Normal,,Fur Coat,,,472,75,80,60,65,90,102
677,Espurr,require('../sprites/677.png'),Restraint Pokémon,0.3m,3.5kg,Psychic,,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68
678,Meowstic,require('../sprites/678.png'),Constraint Pokémon,0.6m,8.5kg,Psychic,,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104
679,Honedge,require('../sprites/679.png'),Sword Pokémon,0.8m,2.0kg,Steel,Ghost,No Guard,,,325,45,80,100,35,37,28
680,Doublade,require('../sprites/680.png'),Sword Pokémon,0.8m,4.5kg,Steel,Ghost,No Guard,,,448,59,110,150,45,49,35
681,Aegislash,require('../sprites/681.png'),Royal Sword Pokémon,1.7m,53.0kg,Steel,Ghost,Stance Change,,,500,60,50,140,50,140,60
682,Spritzee,require('../sprites/682.png'),Perfume Pokémon,0.2m,0.5kg,Fairy,,Healer,Aroma Veil,,341,78,52,60,63,65,23
683,Aromatisse,require('../sprites/683.png'),Fragrance Pokémon,0.8m,15.5kg,Fairy,,Healer,Aroma Veil,,462,101,72,72,99,89,29
684,Swirlix,require('../sprites/684.png'),Cotton Candy Pokémon,0.4m,3.5kg,Fairy,,Sweet Veil,Unburden,,341,62,48,66,59,57,49
685,Slurpuff,require('../sprites/685.png'),Meringue Pokémon,0.8m,5.0kg,Fairy,,Sweet Veil,Unburden,,480,82,80,86,85,75,72
686,Inkay,require('../sprites/686.png'),Revolving Pokémon,0.4m,3.5kg,Dark,Psychic,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45
687,Malamar,require('../sprites/687.png'),Overturning Pokémon,1.5m,47.0kg,Dark,Psychic,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73
688,Binacle,require('../sprites/688.png'),Two-Handed Pokémon,0.5m,31.0kg,Rock,Water,Tough Claws,Sniper,Pickpocket,306,42,52,67,39,56,50
689,Barbaracle,require('../sprites/689.png'),Collective Pokémon,1.3m,96.0kg,Rock,Water,Tough Claws,Sniper,Pickpocket,500,72,105,115,54,86,68
690,Skrelp,require('../sprites/690.png'),Mock Kelp Pokémon,0.5m,7.3kg,Poison,Water,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30
691,Dragalge,require('../sprites/691.png'),Mock Kelp Pokémon,1.8m,81.5kg,Poison,Dragon,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44
692,Clauncher,require('../sprites/692.png'),Water Gun Pokémon,0.5m,8.3kg,Water,,Mega Launcher,,,330,50,53,62,58,63,44
693,Clawitzer,require('../sprites/693.png'),Howitzer Pokémon,1.3m,35.3kg,Water,,Mega Launcher,,,500,71,73,88,120,89,59
694,Helioptile,require('../sprites/694.png'),Generator Pokémon,0.5m,6.0kg,Electric,Normal,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70
695,Heliolisk,require('../sprites/695.png'),Generator Pokémon,1.0m,21.0kg,Electric,Normal,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109
696,Tyrunt,require('../sprites/696.png'),Royal Heir Pokémon,0.8m,26.0kg,Rock,Dragon,Strong Jaw,Sturdy,,362,58,89,77,45,45,48
697,Tyrantrum,require('../sprites/697.png'),Despot Pokémon,2.5m,270.0kg,Rock,Dragon,Strong Jaw,Rock Head,,521,82,121,119,69,59,71
698,Amaura,require('../sprites/698.png'),Tundra Pokémon,1.3m,25.2kg,Rock,Ice,Refrigerate,Snow Warning,,362,77,59,50,67,63,46
699,Aurorus,require('../sprites/699.png'),Tundra Pokémon,2.7m,225.0kg,Rock,Ice,Refrigerate,Snow Warning,,521,123,77,72,99,92,58
700,Sylveon,require('../sprites/700.png'),Intertwining Pokémon,1.0m,23.5kg,Fairy,,Cute Charm,Pixilate,,525,95,65,65,110,130,60
701,Hawlucha,require('../sprites/701.png'),Wrestling Pokémon,0.8m,21.5kg,Fighting,Flying,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118
702,Dedenne,require('../sprites/702.png'),Antenna Pokémon,0.2m,2.2kg,Electric,Fairy,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101
703,Carbink,require('../sprites/703.png'),Jewel Pokémon,0.3m,5.7kg,Rock,Fairy,Clear Body,Sturdy,,500,50,50,150,50,150,50
704,Goomy,require('../sprites/704.png'),Soft Tissue Pokémon,0.3m,2.8kg,Dragon,,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40
705,Sliggoo,require('../sprites/705.png'),Soft Tissue Pokémon,0.8m,17.5kg,Dragon,,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60
706,Goodra,require('../sprites/706.png'),Dragon Pokémon,2.0m,150.5kg,Dragon,,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80
707,Klefki,require('../sprites/707.png'),Key Ring Pokémon,0.2m,3.0kg,Steel,Fairy,Prankster,Magician,,470,57,80,91,80,87,75
708,Phantump,require('../sprites/708.png'),Stump Pokémon,0.4m,7.0kg,Ghost,Grass,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38
709,Trevenant,require('../sprites/709.png'),Elder Tree Pokémon,1.5m,71.0kg,Ghost,Grass,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56
710,Pumpkaboo,require('../sprites/710.png'),Pumpkin Pokémon,0.4m,5.0kg,Ghost,Grass,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51
